# Year	Month	Mean_T	Sum_P	Sum_pet
2495	8	18.3387	64.9	103.2
2496	8	19.4161	53.7	109.7
2497	8	16.4226	71.9	85.8
2498	8	16.2355	150.8	77.6
2499	8	14.8774	83.9	84.8
2500	8	15.6452	95.1	84
1900	9	13.07	79.4	48.5
1901	9	12.3733	155.9	37.6
1902	9	15.3267	67.7	61.4
1903	9	13.07	79.4	48.5
1904	9	13.88	76.9	57.8
1905	9	11.59	46.6	51.9
1906	9	12.7767	146.2	45.3
1907	9	10.6433	69.9	47.2
1908	9	13.3067	61.6	53.3
1909	9	13.0933	69.4	46.3
1910	9	17.5933	58.7	60.4
1911	9	13.88	76.9	57.8
1912	9	13.9867	43.4	56.6
1913	9	13.3067	61.6	53.3
1914	9	17.35	15.5	75.8
1915	9	13.1767	17	54
1916	9	12.8467	128.1	50.3
1917	9	10.3067	66.4	47.8
1918	9	13.8367	52.3	54.3
1919	9	14.0333	45.4	58
1920	9	11.46	34.7	54.1
1921	9	11.46	34.7	54.1
1922	9	15.0233	64.3	67.1
1923	9	13.6633	29.6	49.1
1924	9	13.1	72.6	50.9
1925	9	12.4467	14.3	61.5
1926	9	11.46	34.7	54.1
1927	9	12.5233	62.8	49
1928	9	13.6067	36.1	56.8
1929	9	15.0233	64.3	67.1
1930	9	13.8367	52.3	54.3
1931	9	14.7067	44	60
1932	9	15.3367	85.7	55.9
1933	9	13.9867	43.4	56.6
1934	9	17.32	84.7	67.6
1935	9	14.6	77.2	55.8
1936	9	13.9367	83.2	53.8
1937	9	13.9867	43.4	56.6
1938	9	12.5867	61.3	51.8
1939	9	10.3067	66.4	47.8
1940	9	13.6067	36.1	56.8
1941	9	14.6567	97.9	72.1
1942	9	15.41	68.3	64.9
1943	9	15.42	87.5	55.8
1944	9	12.8567	160.3	41
1945	9	14.6	77.2	55.8
1946	9	14.0333	45.4	58
1947	9	12.8567	160.3	41
1948	9	14.0967	97.9	51.8
1949	9	17.6433	6.6	67.1
1950	9	17.6433	6.6	67.1
1951	9	14.7867	18	56
1952	9	14.3133	65.7	59.4
1953	9	13.0933	69.4	46.3
1954	9	13.07	79.4	48.5
1955	9	14.4433	60.5	53.8
1956	9	14.31	32	68.2
1957	9	12.84	73.2	47.3
1958	9	14.0967	97.9	51.8
1959	9	14.3133	65.7	59.4
1960	9	14.22	101.5	49
1961	9	12.8567	160.3	41
1962	9	12.8567	160.3	41
1963	9	13.5333	89	52.6
1964	9	12.84	73.2	47.3
1965	9	11.46	34.7	54.1
1966	9	15.41	68.3	64.9
1967	9	12.9133	83.9	56.8
1968	9	12.8467	128.1	50.3
1969	9	13.9367	83.2	53.8
1970	9	11.4133	29	50.1
1971	9	15.0233	64.3	67.1
1972	9	13.77	10	65.6
1973	9	13.3067	61.6	53.3
1974	9	14.7067	44	60
1975	9	13.0933	69.4	46.3
1976	9	14.3133	65.7	59.4
1977	9	13.0933	69.4	46.3
1978	9	13.07	79.4	48.5
1979	9	13	113	44.7
1980	9	13.6633	29.6	49.1
1981	9	15.3267	67.7	61.4
1982	9	15.7733	40.3	64.5
1983	9	14.22	101.5	49
1984	9	12.7767	146.2	45.3
1985	9	12.3733	155.9	37.6
1986	9	14.3133	65.7	59.4
1987	9	13.5333	89	52.6
1988	9	17.6433	6.6	67.1
1989	9	14.22	101.5	49
1990	9	12.5233	62.8	49
1991	9	14.6567	97.9	72.1
1992	9	14.22	101.5	49
1993	9	17.5933	58.7	60.4
1994	9	12.7933	53.6	53.3
1995	9	14.22	101.5	49
1996	9	12.7767	146.2	45.3
1997	9	12.7933	53.6	53.3
1998	9	15.3267	67.7	61.4
1999	9	12.84	73.2	47.3
2000	9	13.9867	43.4	56.6
2001	9	10.3067	66.4	47.8
2002	9	14.7867	18	56
2003	9	14.3033	50.2	62.7
2004	9	13.32	65.1	58
2005	9	14.4133	35.6	65.5
2006	9	13.4333	60.6	56
2007	9	10.6433	69.9	47.2
2008	9	13.8367	52.3	54.3
2009	9	11.46	34.7	54.1
2010	9	13.07	79.4	48.5
2011	9	14.4433	60.5	53.8
2012	9	13.1767	17	54
2013	9	13.1	72.6	50.9
2014	9	14.7867	18	56
2015	9	14.3133	65.7	59.4
2016	9	17.6433	6.6	67.1
2017	9	13.07	79.4	48.5
2018	9	13.4333	60.6	56
2019	9	13.4233	31	55
2020	9	14.6567	97.9	72.1
2021	9	12.4467	14.3	61.5
2022	9	12.4467	14.3	61.5
2023	9	13.4333	60.6	56
2024	9	12.89	63	52.7
2025	9	12.89	63	52.7
2026	9	15.3267	67.7	61.4
2027	9	13.32	65.1	58
2028	9	17.35	15.5	75.8
2029	9	14.0333	45.4	58
2030	9	12.7767	146.2	45.3
2031	9	12.5233	62.8	49
2032	9	14.6367	107.1	48.4
2033	9	15.1967	48.3	67.6
2034	9	13.8367	52.3	54.3
2035	9	13.4333	60.6	56
2036	9	13.0933	69.4	46.3
2037	9	17.5933	58.7	60.4
2038	9	13.9367	83.2	53.8
2039	9	13.1	72.6	50.9
2040	9	12.5233	62.8	49
2041	9	12.3733	155.9	37.6
2042	9	13.07	79.4	48.5
2043	9	11.4133	29	50.1
2044	9	15.7733	40.3	64.5
2045	9	13.77	10	65.6
2046	9	14.6367	107.1	48.4
2047	9	14.6567	97.9	72.1
2048	9	12.8467	128.1	50.3
2049	9	12.7767	146.2	45.3
2050	9	17.6433	6.6	67.1
2051	9	14.6367	107.1	48.4
2052	9	14.4433	60.5	53.8
2053	9	10.6433	69.9	47.2
2054	9	12.4467	14.3	61.5
2055	9	13.4233	31	55
2056	9	13.4233	31	55
2057	9	14.7867	18	56
2058	9	14.0967	97.9	51.8
2059	9	15.41	68.3	64.9
2060	9	12.7933	53.6	53.3
2061	9	13.32	65.1	58
2062	9	15.3367	85.7	55.9
2063	9	17.35	15.5	75.8
2064	9	15.3267	67.7	61.4
2065	9	15.41	68.3	64.9
2066	9	13.4233	31	55
2067	9	12.7933	53.6	53.3
2068	9	13.6633	29.6	49.1
2069	9	13.77	10	65.6
2070	9	11.46	34.7	54.1
2071	9	13.9867	43.4	56.6
2072	9	12.5867	61.3	51.8
2073	9	13.1	72.6	50.9
2074	9	17.6433	6.6	67.1
2075	9	13.32	65.1	58
2076	9	13.1767	17	54
2077	9	14.0333	45.4	58
2078	9	13.4233	31	55
2079	9	14.6367	107.1	48.4
2080	9	13.77	10	65.6
2081	9	14.7067	44	60
2082	9	15.42	87.5	55.8
2083	9	14.4133	35.6	65.5
2084	9	15.42	87.5	55.8
2085	9	10.6433	69.9	47.2
2086	9	12.9133	83.9	56.8
2087	9	17.5933	58.7	60.4
2088	9	14.6367	107.1	48.4
2089	9	15.1967	48.3	67.6
2090	9	13	113	44.7
2091	9	15.0233	64.3	67.1
2092	9	10.6433	69.9	47.2
2093	9	12.5233	62.8	49
2094	9	15.41	68.3	64.9
2095	9	12.79	36.8	57.3
2096	9	10.3067	66.4	47.8
2097	9	12.5233	62.8	49
2098	9	13.3067	61.6	53.3
2099	9	15.42	87.5	55.8
2100	9	13.5333	89	52.6
2101	9	14.6	77.2	55.8
2102	9	12.9133	83.9	56.8
2103	9	15.8233	92.3	74.5
2104	9	12.5233	62.8	49
2105	9	13.6067	36.1	56.8
2106	9	11.4133	29	50.1
2107	9	14.4433	60.5	53.8
2108	9	13.6067	36.1	56.8
2109	9	12.89	63	52.7
2110	9	13.32	65.1	58
2111	9	15.3367	85.7	55.9
2112	9	14.0333	45.4	58
2113	9	13.3067	61.6	53.3
2114	9	17.5933	58.7	60.4
2115	9	13.6633	29.6	49.1
2116	9	13.88	76.9	57.8
2117	9	13.9867	43.4	56.6
2118	9	12.79	36.8	57.3
2119	9	12.4467	14.3	61.5
2120	9	13.1767	17	54
2121	9	13.6633	29.6	49.1
2122	9	14.4433	60.5	53.8
2123	9	15.3267	67.7	61.4
2124	9	13.3067	61.6	53.3
2125	9	13.32	65.1	58
2126	9	11.59	46.6	51.9
2127	9	14.4133	35.6	65.5
2128	9	14.6367	107.1	48.4
2129	9	14.31	32	68.2
2130	9	14.0967	97.9	51.8
2131	9	12.9133	83.9	56.8
2132	9	12.9133	83.9	56.8
2133	9	13.0933	69.4	46.3
2134	9	12.79	36.8	57.3
2135	9	13.1767	17	54
2136	9	12.8567	160.3	41
2137	9	14.3267	35.8	61.9
2138	9	14.0333	45.4	58
2139	9	14.6567	97.9	72.1
2140	9	13.77	10	65.6
2141	9	12.3733	155.9	37.6
2142	9	12.89	63	52.7
2143	9	12.8467	128.1	50.3
2144	9	13.1	72.6	50.9
2145	9	12.7933	53.6	53.3
2146	9	13.88	76.9	57.8
2147	9	11.46	34.7	54.1
2148	9	13.1	72.6	50.9
2149	9	12.3733	155.9	37.6
2150	9	15.0233	64.3	67.1
2151	9	13.9367	83.2	53.8
2152	9	12.79	36.8	57.3
2153	9	13.3067	61.6	53.3
2154	9	13	113	44.7
2155	9	14.6367	107.1	48.4
2156	9	13.77	10	65.6
2157	9	12.89	63	52.7
2158	9	17.35	15.5	75.8
2159	9	14.6367	107.1	48.4
2160	9	15.3267	67.7	61.4
2161	9	13.77	10	65.6
2162	9	14.6	77.2	55.8
2163	9	13.0933	69.4	46.3
2164	9	12.7933	53.6	53.3
2165	9	17.5933	58.7	60.4
2166	9	14.3267	35.8	61.9
2167	9	14.6567	97.9	72.1
2168	9	13.77	10	65.6
2169	9	17.5933	58.7	60.4
2170	9	13.6633	29.6	49.1
2171	9	10.3067	66.4	47.8
2172	9	10.6433	69.9	47.2
2173	9	13.6633	29.6	49.1
2174	9	12.79	36.8	57.3
2175	9	13.0933	69.4	46.3
2176	9	14.6367	107.1	48.4
2177	9	15.41	68.3	64.9
2178	9	12.4467	14.3	61.5
2179	9	12.5233	62.8	49
2180	9	17.35	15.5	75.8
2181	9	15.0233	64.3	67.1
2182	9	14.3267	35.8	61.9
2183	9	16	40.4	59.9
2184	9	12.8467	128.1	50.3
2185	9	14.7067	44	60
2186	9	15.3367	85.7	55.9
2187	9	14.22	101.5	49
2188	9	15.7733	40.3	64.5
2189	9	12.4467	14.3	61.5
2190	9	13.1	72.6	50.9
2191	9	15.0233	64.3	67.1
2192	9	12.5233	62.8	49
2193	9	14.0967	97.9	51.8
2194	9	17.35	15.5	75.8
2195	9	16	40.4	59.9
2196	9	12.8467	128.1	50.3
2197	9	13.6067	36.1	56.8
2198	9	17.5933	58.7	60.4
2199	9	14.6567	97.9	72.1
2200	9	13.4333	60.6	56
2201	9	15.7733	40.3	64.5
2202	9	13.6067	36.1	56.8
2203	9	13.88	76.9	57.8
2204	9	17.6433	6.6	67.1
2205	9	10.3067	66.4	47.8
2206	9	11.4133	29	50.1
2207	9	14.7067	44	60
2208	9	12.4467	14.3	61.5
2209	9	14.6567	97.9	72.1
2210	9	13.9367	83.2	53.8
2211	9	10.6433	69.9	47.2
2212	9	15.0233	64.3	67.1
2213	9	14.0333	45.4	58
2214	9	14.3267	35.8	61.9
2215	9	14.0333	45.4	58
2216	9	14.3033	50.2	62.7
2217	9	11.59	46.6	51.9
2218	9	15.3267	67.7	61.4
2219	9	10.3067	66.4	47.8
2220	9	14.0333	45.4	58
2221	9	15.0233	64.3	67.1
2222	9	15.0233	64.3	67.1
2223	9	12.7933	53.6	53.3
2224	9	12.7933	53.6	53.3
2225	9	14.4433	60.5	53.8
2226	9	17.32	84.7	67.6
2227	9	13.9367	83.2	53.8
2228	9	14.31	32	68.2
2229	9	11.46	34.7	54.1
2230	9	17.5933	58.7	60.4
2231	9	13.1767	17	54
2232	9	17.6433	6.6	67.1
2233	9	13	113	44.7
2234	9	17.6433	6.6	67.1
2235	9	15.8233	92.3	74.5
2236	9	13.4333	60.6	56
2237	9	17.35	15.5	75.8
2238	9	17.6433	6.6	67.1
2239	9	17.5933	58.7	60.4
2240	9	14.4133	35.6	65.5
2241	9	14.7067	44	60
2242	9	17.32	84.7	67.6
2243	9	13.0933	69.4	46.3
2244	9	15.3267	67.7	61.4
2245	9	14.4133	35.6	65.5
2246	9	15.8233	92.3	74.5
2247	9	14.3033	50.2	62.7
2248	9	15.3267	67.7	61.4
2249	9	14.6	77.2	55.8
2250	9	14.31	32	68.2
2251	9	14.3267	35.8	61.9
2252	9	13.07	79.4	48.5
2253	9	15.8233	92.3	74.5
2254	9	13.1767	17	54
2255	9	15.1967	48.3	67.6
2256	9	10.6433	69.9	47.2
2257	9	12.89	63	52.7
2258	9	13.77	10	65.6
2259	9	14.6	77.2	55.8
2260	9	13.3067	61.6	53.3
2261	9	13.6067	36.1	56.8
2262	9	12.9133	83.9	56.8
2263	9	14.31	32	68.2
2264	9	14.6367	107.1	48.4
2265	9	13.07	79.4	48.5
2266	9	13.4333	60.6	56
2267	9	10.6433	69.9	47.2
2268	9	13.6633	29.6	49.1
2269	9	14.3267	35.8	61.9
2270	9	12.8567	160.3	41
2271	9	13	113	44.7
2272	9	17.6433	6.6	67.1
2273	9	14.0967	97.9	51.8
2274	9	15.41	68.3	64.9
2275	9	14.4433	60.5	53.8
2276	9	14.3133	65.7	59.4
2277	9	10.3067	66.4	47.8
2278	9	14.4433	60.5	53.8
2279	9	12.84	73.2	47.3
2280	9	13.5333	89	52.6
2281	9	11.46	34.7	54.1
2282	9	13.1767	17	54
2283	9	15.8233	92.3	74.5
2284	9	15.7733	40.3	64.5
2285	9	13.77	10	65.6
2286	9	15.41	68.3	64.9
2287	9	14.3133	65.7	59.4
2288	9	11.59	46.6	51.9
2289	9	15.7733	40.3	64.5
2290	9	13.3067	61.6	53.3
2291	9	14.0333	45.4	58
2292	9	14.0967	97.9	51.8
2293	9	12.5867	61.3	51.8
2294	9	11.4133	29	50.1
2295	9	12.89	63	52.7
2296	9	13.9367	83.2	53.8
2297	9	13.32	65.1	58
2298	9	14.6367	107.1	48.4
2299	9	12.5233	62.8	49
2300	9	12.9133	83.9	56.8
2301	9	12.3733	155.9	37.6
2302	9	15.8233	92.3	74.5
2303	9	17.35	15.5	75.8
2304	9	14.6	77.2	55.8
2305	9	13	113	44.7
2306	9	14.7067	44	60
2307	9	15.42	87.5	55.8
2308	9	13.3067	61.6	53.3
2309	9	13.32	65.1	58
2310	9	12.8567	160.3	41
2311	9	15.3367	85.7	55.9
2312	9	11.4133	29	50.1
2313	9	15.8233	92.3	74.5
2314	9	14.4433	60.5	53.8
2315	9	13.32	65.1	58
2316	9	12.8467	128.1	50.3
2317	9	14.0333	45.4	58
2318	9	13.1	72.6	50.9
2319	9	15.41	68.3	64.9
2320	9	15.41	68.3	64.9
2321	9	17.32	84.7	67.6
2322	9	13.77	10	65.6
2323	9	12.79	36.8	57.3
2324	9	15.41	68.3	64.9
2325	9	13.1	72.6	50.9
2326	9	16	40.4	59.9
2327	9	13.6067	36.1	56.8
2328	9	13.4333	60.6	56
2329	9	13.6067	36.1	56.8
2330	9	13.5333	89	52.6
2331	9	14.3267	35.8	61.9
2332	9	17.32	84.7	67.6
2333	9	13.07	79.4	48.5
2334	9	12.5233	62.8	49
2335	9	14.3133	65.7	59.4
2336	9	14.31	32	68.2
2337	9	14.3133	65.7	59.4
2338	9	15.42	87.5	55.8
2339	9	13.07	79.4	48.5
2340	9	10.6433	69.9	47.2
2341	9	17.35	15.5	75.8
2342	9	14.7867	18	56
2343	9	13.1767	17	54
2344	9	14.22	101.5	49
2345	9	14.3267	35.8	61.9
2346	9	11.4133	29	50.1
2347	9	14.3033	50.2	62.7
2348	9	13.1	72.6	50.9
2349	9	15.41	68.3	64.9
2350	9	14.3033	50.2	62.7
2351	9	15.7733	40.3	64.5
2352	9	14.6367	107.1	48.4
2353	9	14.6367	107.1	48.4
2354	9	12.4467	14.3	61.5
2355	9	14.0333	45.4	58
2356	9	17.5933	58.7	60.4
2357	9	12.8467	128.1	50.3
2358	9	14.6567	97.9	72.1
2359	9	12.7767	146.2	45.3
2360	9	13.1767	17	54
2361	9	13.0933	69.4	46.3
2362	9	13.32	65.1	58
2363	9	13.3067	61.6	53.3
2364	9	13.9867	43.4	56.6
2365	9	14.7867	18	56
2366	9	14.0333	45.4	58
2367	9	14.0333	45.4	58
2368	9	15.3267	67.7	61.4
2369	9	12.3733	155.9	37.6
2370	9	15.41	68.3	64.9
2371	9	12.9133	83.9	56.8
2372	9	13.4233	31	55
2373	9	12.5867	61.3	51.8
2374	9	15.3367	85.7	55.9
2375	9	12.8567	160.3	41
2376	9	13.1	72.6	50.9
2377	9	13.77	10	65.6
2378	9	12.79	36.8	57.3
2379	9	13.9367	83.2	53.8
2380	9	13.0933	69.4	46.3
2381	9	17.32	84.7	67.6
2382	9	13.0933	69.4	46.3
2383	9	13.6067	36.1	56.8
2384	9	13.5333	89	52.6
2385	9	14.4133	35.6	65.5
2386	9	12.4467	14.3	61.5
2387	9	14.3267	35.8	61.9
2388	9	13.5333	89	52.6
2389	9	15.3367	85.7	55.9
2390	9	11.4133	29	50.1
2391	9	12.4467	14.3	61.5
2392	9	14.6367	107.1	48.4
2393	9	12.9133	83.9	56.8
2394	9	12.7933	53.6	53.3
2395	9	11.46	34.7	54.1
2396	9	13.8367	52.3	54.3
2397	9	10.3067	66.4	47.8
2398	9	15.8233	92.3	74.5
2399	9	15.1967	48.3	67.6
2400	9	14.3133	65.7	59.4
2401	9	10.6433	69.9	47.2
2402	9	13.77	10	65.6
2403	9	13.4333	60.6	56
2404	9	14.3267	35.8	61.9
2405	9	10.3067	66.4	47.8
2406	9	14.4433	60.5	53.8
2407	9	11.4133	29	50.1
2408	9	14.7067	44	60
2409	9	10.6433	69.9	47.2
2410	9	14.4133	35.6	65.5
2411	9	13.9867	43.4	56.6
2412	9	15.0233	64.3	67.1
2413	9	12.8567	160.3	41
2414	9	14.7067	44	60
2415	9	14.7067	44	60
2416	9	11.59	46.6	51.9
2417	9	14.7867	18	56
2418	9	12.8467	128.1	50.3
2419	9	17.5933	58.7	60.4
2420	9	14.7867	18	56
2421	9	10.3067	66.4	47.8
2422	9	13.0933	69.4	46.3
2423	9	13.5333	89	52.6
2424	9	14.6367	107.1	48.4
2425	9	13.3067	61.6	53.3
2426	9	17.6433	6.6	67.1
2427	9	15.7733	40.3	64.5
2428	9	13.5333	89	52.6
2429	9	12.7933	53.6	53.3
2430	9	17.5933	58.7	60.4
2431	9	14.0333	45.4	58
2432	9	10.6433	69.9	47.2
2433	9	13.3067	61.6	53.3
2434	9	14.6567	97.9	72.1
2435	9	15.42	87.5	55.8
2436	9	11.59	46.6	51.9
2437	9	13.4333	60.6	56
2438	9	13.9367	83.2	53.8
2439	9	13.32	65.1	58
2440	9	13.9367	83.2	53.8
2441	9	17.5933	58.7	60.4
2442	9	14.4133	35.6	65.5
2443	9	12.9133	83.9	56.8
2444	9	15.1967	48.3	67.6
2445	9	13.9367	83.2	53.8
2446	9	10.6433	69.9	47.2
2447	9	12.8467	128.1	50.3
2448	9	14.3267	35.8	61.9
2449	9	14.3033	50.2	62.7
2450	9	12.84	73.2	47.3
2451	9	14.22	101.5	49
2452	9	14.3267	35.8	61.9
2453	9	12.5867	61.3	51.8
2454	9	13.3067	61.6	53.3
2455	9	17.35	15.5	75.8
2456	9	14.31	32	68.2
2457	9	17.35	15.5	75.8
2458	9	14.31	32	68.2
2459	9	13.1767	17	54
2460	9	14.7867	18	56
2461	9	15.8233	92.3	74.5
2462	9	14.3133	65.7	59.4
2463	9	12.84	73.2	47.3
2464	9	17.6433	6.6	67.1
2465	9	12.8467	128.1	50.3
2466	9	12.7767	146.2	45.3
2467	9	15.0233	64.3	67.1
2468	9	13.3067	61.6	53.3
2469	9	13.3067	61.6	53.3
2470	9	12.7767	146.2	45.3
2471	9	13.1	72.6	50.9
2472	9	17.5933	58.7	60.4
2473	9	15.3367	85.7	55.9
2474	9	13.6067	36.1	56.8
2475	9	14.31	32	68.2
2476	9	14.3133	65.7	59.4
2477	9	10.3067	66.4	47.8
2478	9	13.9367	83.2	53.8
2479	9	15.41	68.3	64.9
2480	9	17.5933	58.7	60.4
2481	9	14.6	77.2	55.8
2482	9	13.88	76.9	57.8
2483	9	10.6433	69.9	47.2
2484	9	11.59	46.6	51.9
2485	9	14.7867	18	56
2486	9	14.3033	50.2	62.7
2487	9	10.3067	66.4	47.8
2488	9	17.6433	6.6	67.1
2489	9	12.7933	53.6	53.3
2490	9	13.5333	89	52.6
2491	9	13.9867	43.4	56.6
2492	9	14.7867	18	56
2493	9	12.9133	83.9	56.8
2494	9	13.9367	83.2	53.8
2495	9	11.46	34.7	54.1
2496	9	14.3133	65.7	59.4
2497	9	16	40.4	59.9
2498	9	17.5933	58.7	60.4
2499	9	13.6633	29.6	49.1
2500	9	13.9867	43.4	56.6
1900	10	10.0419	32.1	36.4
1901	10	11.2613	48.5	33.9
1902	10	13.4903	61.6	36.8
1903	10	9.46774	39.3	35.2
1904	10	10.2613	131	30.5
1905	10	7.73871	102.4	27.2
1906	10	10.2258	147.1	28.4
1907	10	10.029	63.7	29.4
1908	10	11.4161	93.3	37.7
1909	10	9.69032	52.8	34.3
1910	10	12.3806	45.4	38.1
1911	10	10.2516	88.6	29.1
1912	10	10.5742	94.5	27.1
1913	10	8.46129	102.4	30.4
1914	10	6.80323	85	26.9
1915	10	10.5194	83.7	32.4
1916	10	11.4161	4	35.2
1917	10	11.6161	51.6	28.1
1918	10	10.0419	32.1	36.4
1919	10	11.6161	51.6	28.1
1920	10	8.34516	167.4	27.1
1921	10	11.7516	114.3	35.6
1922	10	9.5129	74.2	27.2
1923	10	9.65484	33.2	25.2
1924	10	9.68064	86.8	31.5
1925	10	11.4161	93.3	37.7
1926	10	10.6516	102.1	36.3
1927	10	10.9258	103.3	31.8
1928	10	10.1387	63.2	32.6
1929	10	10.029	63.7	29.4
1930	10	8.67742	171.9	26.4
1931	10	10.2613	131	30.5
1932	10	11.2613	48.5	33.9
1933	10	10.0419	32.1	36.4
1934	10	8.46129	102.4	30.4
1935	10	7.73871	102.4	27.2
1936	10	9.46774	39.3	35.2
1937	10	11.6161	51.6	28.1
1938	10	9.42581	60.5	29.4
1939	10	9.58387	13.5	35.9
1940	10	12.3806	45.4	38.1
1941	10	10.7871	89.4	32.2
1942	10	8.46129	102.4	30.4
1943	10	13.6484	47.2	41.4
1944	10	7.83226	44.6	34.1
1945	10	13.6484	47.2	41.4
1946	10	11.2613	48.5	33.9
1947	10	10.5194	83.7	32.4
1948	10	9.37097	48.7	28.1
1949	10	9.81936	32.5	32.5
1950	10	8.4871	59.5	29
1951	10	11.0903	87.5	35.1
1952	10	10.2258	147.1	28.4
1953	10	10.5194	92.8	30.4
1954	10	10.4935	39	32.7
1955	10	11.6226	52.1	43.6
1956	10	8.46129	102.4	30.4
1957	10	9.5129	74.2	27.2
1958	10	10.8419	51.1	34.5
1959	10	11.3161	34.4	33.4
1960	10	13.7387	44.9	37
1961	10	9.58387	13.5	35.9
1962	10	13.6484	47.2	41.4
1963	10	9.93548	69.1	31.9
1964	10	11.3161	34.4	33.4
1965	10	11.4161	93.3	37.7
1966	10	7.83226	44.6	34.1
1967	10	9.47742	39.5	27.9
1968	10	12.3806	45.4	38.1
1969	10	11.3903	126.3	31.1
1970	10	11.4129	49.9	42.8
1971	10	9.42581	60.5	29.4
1972	10	6.80323	85	26.9
1973	10	10.2258	147.1	28.4
1974	10	9.23871	60.1	33.5
1975	10	10.2516	88.6	29.1
1976	10	11.0742	53.1	36.5
1977	10	11.3645	115.8	33.2
1978	10	11.3161	34.4	33.4
1979	10	12.1194	95.5	33.5
1980	10	6.80323	85	26.9
1981	10	10.029	63.7	29.4
1982	10	10.2613	131	30.5
1983	10	8.52903	74.8	32.8
1984	10	11.4129	49.9	42.8
1985	10	8.46129	102.4	30.4
1986	10	9.69032	52.8	34.3
1987	10	11.3645	115.8	33.2
1988	10	11.4161	93.3	37.7
1989	10	10.2613	131	30.5
1990	10	12.3806	45.4	38.1
1991	10	10.2258	147.1	28.4
1992	10	9.5129	74.2	27.2
1993	10	9.83226	28.3	31
1994	10	7.73871	102.4	27.2
1995	10	10.2516	88.6	29.1
1996	10	13.7387	44.9	37
1997	10	11.7516	114.3	35.6
1998	10	10.5194	92.8	30.4
1999	10	10.1387	63.2	32.6
2000	10	13.7387	44.9	37
2001	10	6.80323	85	26.9
2002	10	12.5065	54.7	35.5
2003	10	7.73871	102.4	27.2
2004	10	10.5194	83.7	32.4
2005	10	11.3645	115.8	33.2
2006	10	10.7871	89.4	32.2
2007	10	11.2613	48.5	33.9
2008	10	9.69032	52.8	34.3
2009	10	12.5065	54.7	35.5
2010	10	10.7871	89.4	32.2
2011	10	7.83226	44.6	34.1
2012	10	11.0903	87.5	35.1
2013	10	10.1387	63.2	32.6
2014	10	10.4935	39	32.7
2015	10	10.2516	88.6	29.1
2016	10	10.1387	63.2	32.6
2017	10	10.5194	92.8	30.4
2018	10	10.7871	89.4	32.2
2019	10	10.5194	92.8	30.4
2020	10	11.6161	51.6	28.1
2021	10	10.7871	89.4	32.2
2022	10	11.4161	4	35.2
2023	10	13.4903	61.6	36.8
2024	10	13.4903	61.6	36.8
2025	10	10.8419	51.1	34.5
2026	10	11.2613	48.5	33.9
2027	10	11.3903	126.3	31.1
2028	10	8.45161	92.6	28.9
2029	10	9.58387	13.5	35.9
2030	10	11.0742	53.1	36.5
2031	10	8.46129	102.4	30.4
2032	10	9.68064	86.8	31.5
2033	10	8.4871	59.5	29
2034	10	12.3806	45.4	38.1
2035	10	10.2258	147.1	28.4
2036	10	10.9258	103.3	31.8
2037	10	7.83226	44.6	34.1
2038	10	10.2258	147.1	28.4
2039	10	9.68064	86.8	31.5
2040	10	9.93548	69.1	31.9
2041	10	10.1387	63.2	32.6
2042	10	10.2516	88.6	29.1
2043	10	9.47742	39.5	27.9
2044	10	9.81936	32.5	32.5
2045	10	7.83226	44.6	34.1
2046	10	11.4161	4	35.2
2047	10	10.6516	102.1	36.3
2048	10	12.3806	45.4	38.1
2049	10	11.3161	34.4	33.4
2050	10	7.73871	102.4	27.2
2051	10	6.80323	85	26.9
2052	10	11.6161	51.6	28.1
2053	10	10.2516	88.6	29.1
2054	10	9.23871	25.1	37
2055	10	11.3903	126.3	31.1
2056	10	11.3903	126.3	31.1
2057	10	10.5194	92.8	30.4
2058	10	10.6516	102.1	36.3
2059	10	10.2258	147.1	28.4
2060	10	13.4903	61.6	36.8
2061	10	10.8419	51.1	34.5
2062	10	10.0419	32.1	36.4
2063	10	8.45161	92.6	28.9
2064	10	11.6161	148.9	28.5
2065	10	8.45161	92.6	28.9
2066	10	11.6226	52.1	43.6
2067	10	9.47419	38.8	32.8
2068	10	11.7516	114.3	35.6
2069	10	11.3903	126.3	31.1
2070	10	9.46774	39.3	35.2
2071	10	7.73871	102.4	27.2
2072	10	9.69032	52.8	34.3
2073	10	9.47419	38.8	32.8
2074	10	6.57097	159.1	21
2075	10	10.2613	131	30.5
2076	10	9.46774	39.3	35.2
2077	10	13.4903	61.6	36.8
2078	10	10.9258	103.3	31.8
2079	10	13.4903	61.6	36.8
2080	10	11.3903	126.3	31.1
2081	10	8.45161	92.6	28.9
2082	10	9.69032	52.8	34.3
2083	10	13.4903	61.6	36.8
2084	10	7.73871	102.4	27.2
2085	10	11.6226	52.1	43.6
2086	10	9.46774	39.3	35.2
2087	10	11.0742	53.1	36.5
2088	10	9.37097	48.7	28.1
2089	10	7.83226	44.6	34.1
2090	10	9.23871	25.1	37
2091	10	13.4903	61.6	36.8
2092	10	11.6161	51.6	28.1
2093	10	10.2258	147.1	28.4
2094	10	9.93548	69.1	31.9
2095	10	10.5194	92.8	30.4
2096	10	9.68064	86.8	31.5
2097	10	9.37097	48.7	28.1
2098	10	10.6516	102.1	36.3
2099	10	11.3161	34.4	33.4
2100	10	11.2613	48.5	33.9
2101	10	8.34516	167.4	27.1
2102	10	11.3903	126.3	31.1
2103	10	13.4903	61.6	36.8
